timestamp,armed_time,takeoff_time,nav_state_timestamp,failure_detector_status,arming_state,latest_arming_reason,latest_disarming_reason,nav_state_user_intention,nav_state,hil_state,vehicle_type,failsafe,failsafe_and_user_took_over,gcs_connection_lost,gcs_connection_lost_counter,high_latency_data_link_lost,is_vtol,is_vtol_tailsitter,in_transition_mode,in_transition_to_fw,system_type,system_id,component_id,safety_button_available,safety_off,power_input_valid,usb_connected,open_drone_id_system_present,open_drone_id_system_healthy,parachute_system_present,parachute_system_healthy,avoidance_system_required,avoidance_system_valid,rc_calibration_in_progress,calibration_enabled,pre_flight_checks_pass
1777316773378000,1777316770858000,1777316772670000,1777316770858000,0,2,4,0,17,17,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316773882000,1777316770858000,1777316772670000,1777316770858000,0,2,4,0,17,17,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316774386000,1777316770858000,1777316772670000,1777316770858000,0,2,4,0,17,17,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316774890000,1777316770858000,1777316772670000,1777316770858000,0,2,4,0,17,17,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316775394000,1777316770858000,1777316772670000,1777316770858000,0,2,4,0,17,17,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316775898000,1777316770858000,1777316772670000,1777316770858000,0,2,4,0,17,17,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316776402000,1777316770858000,1777316772670000,1777316770858000,0,2,4,0,17,17,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316776906000,1777316770858000,1777316772670000,1777316770858000,0,2,4,0,17,17,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316777410000,1777316770858000,1777316772670000,1777316770858000,0,2,4,0,17,17,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316777914000,1777316770858000,1777316772670000,1777316770858000,0,2,4,0,17,17,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316778418000,1777316770858000,1777316772670000,1777316770858000,0,2,4,0,17,17,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316778922000,1777316770858000,1777316772670000,1777316770858000,0,2,4,0,17,17,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316779426000,1777316770858000,1777316772670000,1777316770858000,0,2,4,0,17,17,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316779930000,1777316770858000,1777316772670000,1777316770858000,0,2,4,0,17,17,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316780434000,1777316770858000,1777316772670000,1777316770858000,0,2,4,0,17,17,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316780938000,1777316770858000,1777316772670000,1777316770858000,0,2,4,0,17,17,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316781442000,1777316770858000,1777316772670000,1777316770858000,0,2,4,0,17,17,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316781946000,1777316770858000,1777316772670000,1777316770858000,0,2,4,0,17,17,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316782162000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316782666000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316783170000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316783602000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316784106000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316784610000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316785114000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316785618000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316786050000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316786062000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316786566000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316787070000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316787574000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316788078000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316788582000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316789086000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316789590000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316790094000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316790598000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316791102000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316791138000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316791642000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316792146000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316792650000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316793154000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316793658000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316794162000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316794594000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316795098000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316795602000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316796106000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316796610000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316797114000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316797618000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316798122000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316798626000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316799130000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316799634000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316800138000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316800318000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316800822000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316801326000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316801830000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316802334000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316802838000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316803018000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316803522000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316804026000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316804206000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316804710000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316805214000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316805718000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316806222000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316806726000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316807122000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316807626000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316808130000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316808310000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316808814000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316809318000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316809822000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316810326000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316810830000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316811334000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316811442000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316811946000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
