timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
1777320779517000,0.0,0,0,0,0,0,0,0,0,0
1777320779625000,0.0,0,0,0,0,0,0,0,0,0
1777320780129000,0.0,0,0,0,0,0,0,0,0,0
1777320780633000,0.0,0,0,0,0,0,0,0,0,0
1777320781137000,0.0,0,0,0,0,0,0,0,0,0
1777320781641000,0.0,0,0,0,0,0,0,0,0,0
1777320781893000,0.0,0,0,0,0,0,0,0,0,0
1777320782397000,0.0,0,0,0,0,0,0,0,0,0
1777320782901000,0.0,0,0,0,0,0,0,0,0,0
1777320783081000,0.0,0,0,0,0,0,0,0,0,0
1777320783585000,0.0,0,0,0,0,0,0,0,0,0
1777320784089000,0.0,0,0,0,0,0,0,0,0,0
1777320784593000,0.0,0,0,0,0,0,0,0,0,0
1777320785097000,0.0,0,0,0,0,0,0,0,0,0
1777320785601000,0.0,0,0,0,0,0,0,0,0,0
1777320786105000,0.0,0,0,0,0,0,0,0,0,0
1777320786609000,0.0,0,0,0,0,0,0,0,0,0
1777320787113000,0.0,0,0,0,0,0,0,0,0,0
1777320787293000,0.0,0,0,0,0,0,0,0,0,0
1777320787797000,0.0,0,0,0,0,0,0,0,0,0
1777320788301000,0.0,0,0,0,0,0,0,0,0,0
1777320788805000,0.0,0,0,0,0,0,0,0,0,0
1777320789309000,0.0,0,0,0,0,0,0,0,0,0
1777320789813000,0.0,0,0,0,0,0,0,0,0,0
1777320790317000,0.0,0,0,0,0,0,0,0,0,0
1777320790425000,0.0,0,0,0,0,0,0,0,0,0
1777320790929000,0.0,0,0,0,0,0,0,0,0,0
1777320791433000,0.0,0,0,0,0,0,0,0,0,0
1777320791613000,0.0,0,0,0,0,0,0,0,0,0
1777320792117000,0.0,0,0,0,0,0,0,0,0,0
1777320792621000,0.0,0,0,0,0,0,0,0,0,0
1777320793125000,0.0,0,0,0,0,0,0,0,0,0
1777320793629000,0.0,0,0,0,0,0,0,0,0,0
1777320794133000,0.0,0,0,0,0,0,0,0,0,0
1777320794529000,0.0,0,0,0,0,0,0,0,0,0
1777320795033000,0.0,0,0,0,0,0,0,0,0,0
1777320795537000,0.0,0,0,0,0,0,0,0,0,0
1777320795717000,0.0,0,0,0,0,0,0,0,0,0
1777320796221000,0.0,0,0,0,0,0,0,0,0,0
1777320796725000,0.0,0,0,0,0,0,0,0,0,0
1777320797229000,0.0,0,0,0,0,0,0,0,0,0
1777320797733000,0.0,0,0,0,0,0,0,0,0,0
1777320798237000,0.0,0,0,0,0,0,0,0,0,0
1777320798633000,0.0,0,0,0,0,0,0,0,0,0
1777320799137000,0.0,0,0,0,0,0,0,0,0,0
1777320799641000,0.0,0,0,0,0,0,0,0,0,0
1777320799821000,0.0,0,0,0,0,0,0,0,0,0
1777320800325000,0.0,0,0,0,0,0,0,0,0,0
1777320800829000,0.0,0,0,0,0,0,0,0,0,0
1777320801333000,0.0,0,0,0,0,0,0,0,0,0
1777320801837000,0.0,0,0,0,0,0,0,0,0,0
1777320802341000,0.0,0,0,0,0,0,0,0,0,0
1777320802737000,0.0,0,0,0,0,0,0,0,0,0
1777320803241000,0.0,0,0,0,0,0,0,0,0,0
1777320803745000,0.0,0,0,0,0,0,0,0,0,0
1777320803925000,0.0,0,0,0,0,0,0,0,0,0
1777320804429000,0.0,0,0,0,0,0,0,0,0,0
1777320804933000,0.0,0,0,0,0,0,0,0,0,0
1777320805437000,0.0,0,0,0,0,0,0,0,0,0
1777320805941000,0.0,0,0,0,0,0,0,0,0,0
1777320806445000,0.0,0,0,0,0,0,0,0,0,0
1777320806841000,0.0,0,0,0,0,0,0,0,0,0
1777320807345000,0.0,0,0,0,0,0,0,0,0,0
1777320807849000,0.0,0,0,0,0,0,0,0,0,0
1777320808029000,0.0,0,0,0,0,0,0,0,0,0
