timestamp,armed,prearmed,ready_to_arm,lockdown,kill,termination,in_esc_calibration_mode
1777226048325000,1,0,1,0,0,0,0
1777226048829000,1,0,1,0,0,0,0
1777226049337000,1,0,1,0,0,0,0
1777226049841000,1,0,1,0,0,0,0
1777226050345000,1,0,1,0,0,0,0
1777226050849000,1,0,1,0,0,0,0
1777226051353000,1,0,1,0,0,0,0
1777226051857000,1,0,1,0,0,0,0
1777226052361000,1,0,1,0,0,0,0
1777226052865000,1,0,1,0,0,0,0
1777226053369000,1,0,1,0,0,0,0
1777226053873000,1,0,1,0,0,0,0
1777226054377000,1,0,1,0,0,0,0
1777226054881000,1,0,1,0,0,0,0
1777226055385000,1,0,1,0,0,0,0
1777226055889000,1,0,1,0,0,0,0
1777226056393000,1,0,1,0,0,0,0
1777226056897000,1,0,1,0,0,0,0
1777226057401000,1,0,1,0,0,0,0
1777226057905000,1,0,1,0,0,0,0
1777226058409000,1,0,1,0,0,0,0
1777226058913000,1,0,1,0,0,0,0
1777226059417000,1,0,1,0,0,0,0
1777226059921000,1,0,1,0,0,0,0
1777226060425000,1,0,1,0,0,0,0
1777226060929000,1,0,1,0,0,0,0
1777226061433000,1,0,1,0,0,0,0
1777226061937000,1,0,1,0,0,0,0
1777226062441000,1,0,1,0,0,0,0
1777226062945000,1,0,1,0,0,0,0
1777226063449000,1,0,1,0,0,0,0
1777226063953000,1,0,1,0,0,0,0
1777226064457000,1,0,1,0,0,0,0
1777226064961000,1,0,1,0,0,0,0
1777226065465000,1,0,1,0,0,0,0
1777226065969000,1,0,1,0,0,0,0
1777226066473000,1,0,1,0,0,0,0
1777226066977000,1,0,1,0,0,0,0
1777226067481000,1,0,1,0,0,0,0
1777226067985000,1,0,1,0,0,0,0
1777226068489000,1,0,1,0,0,0,0
1777226068993000,1,0,1,0,0,0,0
1777226069497000,1,0,1,0,0,0,0
1777226070001000,1,0,1,0,0,0,0
1777226070505000,1,0,1,0,0,0,0
1777226071009000,1,0,1,0,0,0,0
1777226071513000,1,0,1,0,0,0,0
1777226072017000,1,0,1,0,0,0,0
1777226072521000,1,0,1,0,0,0,0
1777226073025000,1,0,1,0,0,0,0
1777226073529000,1,0,1,0,0,0,0
1777226074033000,1,0,1,0,0,0,0
1777226074537000,1,0,1,0,0,0,0
1777226075041000,1,0,1,0,0,0,0
1777226075545000,1,0,1,0,0,0,0
1777226076049000,1,0,1,0,0,0,0
1777226076553000,1,0,1,0,0,0,0
1777226077057000,1,0,1,0,0,0,0
1777226077561000,1,0,1,0,0,0,0
1777226078065000,1,0,1,0,0,0,0
1777226078569000,1,0,1,0,0,0,0
1777226079073000,1,0,1,0,0,0,0
1777226079577000,1,0,1,0,0,0,0
1777226080081000,1,0,1,0,0,0,0
1777226080585000,1,0,1,0,0,0,0
1777226081089000,1,0,1,0,0,0,0
1777226081593000,1,0,1,0,0,0,0
1777226082097000,1,0,1,0,0,0,0
1777226082601000,1,0,1,0,0,0,0
1777226083105000,1,0,1,0,0,0,0
1777226083609000,1,0,1,0,0,0,0
1777226084113000,1,0,1,0,0,0,0
1777226084617000,1,0,1,0,0,0,0
1777226085121000,1,0,1,0,0,0,0
1777226085625000,1,0,1,0,0,0,0
1777226086133000,1,0,1,0,0,0,0
1777226086637000,1,0,1,0,0,0,0
1777226087141000,1,0,1,0,0,0,0
1777226087405000,1,0,1,0,0,0,0
1777226087909000,1,0,1,0,0,0,0
1777226088413000,1,0,1,0,0,0,0
1777226088917000,1,0,1,0,0,0,0
1777226089373000,0,0,1,0,0,0,0
1777226089877000,0,0,1,0,0,0,0
