timestamp,armed,prearmed,ready_to_arm,lockdown,kill,termination,in_esc_calibration_mode
1777227193773000,1,0,1,0,0,0,0
1777227194277000,1,0,1,0,0,0,0
1777227194781000,1,0,1,0,0,0,0
1777227195285000,1,0,1,0,0,0,0
1777227195789000,1,0,1,0,0,0,0
1777227196293000,1,0,1,0,0,0,0
1777227196797000,1,0,1,0,0,0,0
1777227197301000,1,0,1,0,0,0,0
1777227197805000,1,0,1,0,0,0,0
1777227198309000,1,0,1,0,0,0,0
1777227198813000,1,0,1,0,0,0,0
1777227198909000,0,0,1,0,0,0,0
1777227199413000,0,0,1,0,0,0,0
