timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho,calibration_count
1777318633951000,1777318633951000,6620172,488.1028,0.0,95597.99,1.1358624,0
1777318634051000,1777318634051000,6620172,488.12628,0.0,95597.74,1.1358593,0
1777318634147000,1777318634101000,6620172,488.06995,0.0,95598.375,1.1358668,0
1777318634151000,1777318634151000,6620172,488.0042,0.0,95599.125,1.1358757,0
1777318634247000,1777318634201000,6620172,488.0981,0.0,95598.055,1.1358631,0
1777318634251000,1777318634251000,6620172,488.27652,0.0,95596.016,1.1358387,0
1777318634347000,1777318634301000,6620172,488.0887,0.0,95598.18,1.1358645,0
1777318634351000,1777318634351000,6620172,488.07465,0.0,95598.336,1.1358664,0
1777318634447000,1777318634401000,6620172,488.05118,0.0,95598.6,1.1358695,0
1777318634451000,1777318634451000,6620172,488.08405,0.0,95598.234,1.1358651,0
1777318634551000,1777318634551000,6620172,488.0136,0.0,95599.04,1.1358747,0
1777318634647000,1777318634601000,6620172,488.1028,0.0,95598.01,1.1358625,0
1777318634651000,1777318634651000,6620172,488.14038,0.0,95597.555,1.1358571,0
1777318634751000,1777318634751000,6620172,488.0934,0.0,95598.12,1.1358638,0
1777318634847000,1777318634801000,6620172,488.1122,0.0,95597.914,1.1358614,0
1777318634851000,1777318634851000,6620172,488.13098,0.0,95597.67,1.1358584,0
1777318634951000,1777318634951000,6620172,488.14508,0.0,95597.54,1.1358569,0
1777318635047000,1777318635001000,6620172,488.0934,0.0,95598.09,1.1358634,0
1777318635051000,1777318635051000,6620172,488.05118,0.0,95598.59,1.1358694,0
1777318635147000,1777318635101000,6620172,488.1028,0.0,95597.98,1.1358621,0
1777318635151000,1777318635151000,6620172,488.06055,0.0,95598.48,1.1358681,0
1777318635247000,1777318635201000,6620172,488.0981,0.0,95598.086,1.1358633,0
1777318635251000,1777318635251000,6620172,488.17325,0.0,95597.2,1.1358529,0
1777318635347000,1777318635301000,6620172,488.1169,0.0,95597.87,1.1358608,0
1777318635351000,1777318635351000,6620172,487.89154,0.0,95600.44,1.1358913,0
1777318635447000,1777318635401000,6620172,488.07935,0.0,95598.25,1.1358653,0
1777318635451000,1777318635451000,6620172,487.94788,0.0,95599.766,1.1358833,0
1777318635547000,1777318635501000,6620172,488.04648,0.0,95598.695,1.1358706,0
1777318635551000,1777318635551000,6620172,488.17325,0.0,95597.21,1.135853,0
1777318635651000,1777318635651000,6620172,488.22018,0.0,95596.68,1.1358467,0
1777318635747000,1777318635701000,6620172,488.07935,0.0,95598.28,1.1358657,0
1777318635751000,1777318635751000,6620172,488.1028,0.0,95597.99,1.1358624,0
1777318635847000,1777318635801000,6620172,488.05588,0.0,95598.555,1.1358689,0
1777318635851000,1777318635851000,6620172,488.05588,0.0,95598.55,1.1358689,0
1777318635947000,1777318635901000,6620172,488.04648,0.0,95598.664,1.1358702,0
1777318635951000,1777318635951000,6620172,488.1169,0.0,95597.85,1.1358607,0
1777318636047000,1777318636001000,6620172,488.1028,0.0,95597.97,1.135862,0
1777318636051000,1777318636051000,6620172,487.96198,0.0,95599.625,1.1358817,0
1777318636147000,1777318636101000,6620172,488.07935,0.0,95598.29,1.1358658,0
1777318636151000,1777318636151000,6620172,487.94788,0.0,95599.79,1.1358837,0
1777318636247000,1777318636201000,6620172,488.07465,0.0,95598.336,1.1358664,0
1777318636251000,1777318636251000,6620172,488.02768,0.0,95598.87,1.1358727,0
1777318636347000,1777318636301000,6620172,488.1169,0.0,95597.875,1.1358608,0
1777318636351000,1777318636351000,6620172,488.12158,0.0,95597.78,1.1358598,0
1777318636447000,1777318636401000,6620172,488.12158,0.0,95597.805,1.13586,0
1777318636451000,1777318636451000,6620172,488.12158,0.0,95597.78,1.1358598,0
1777318636547000,1777318636501000,6620172,488.06055,0.0,95598.48,1.1358681,0
1777318636551000,1777318636551000,6620172,488.05588,0.0,95598.555,1.1358689,0
1777318636647000,1777318636601000,6620172,488.07935,0.0,95598.29,1.1358658,0
1777318636651000,1777318636651000,6620172,487.9244,0.0,95600.04,1.1358865,0
1777318636747000,1777318636701000,6620172,488.05118,0.0,95598.586,1.1358694,0
1777318636751000,1777318636751000,6620172,488.13098,0.0,95597.695,1.1358588,0
1777318636847000,1777318636801000,6620172,488.05118,0.0,95598.59,1.1358694,0
1777318636851000,1777318636851000,6620172,488.0183,0.0,95598.97,1.1358739,0
1777318636947000,1777318636901000,6620172,488.0887,0.0,95598.19,1.1358646,0
